Series Name,Series Code,Country Name,Country Code,1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Trinidad and Tobago,TTO,2.399999999,2.399999999,2.399999999,2.39999999958333,2.45,3.6,3.6,3.84375,4.25,4.25,4.25,4.25,5.35109666666667,5.92492916666667,5.94779583333333,6.00506583333333,6.25167833333334,6.2983075,6.2989,6.29979666666667,6.23321666666666,6.24868333333333,6.2951,6.29899166666666,6.29955833333334,6.31228333333333,6.32803333333333,6.28943333333333,6.32490833333333,6.37550833333333,6.40930070568579,6.42960265594542,6.44262939764659,6.40909457829793,6.37744166666667,6.66896666666667,6.779525,6.77075089824606,6.7543266828632,6.75105268711505,6.75853004916294,6.75412896099475,6.75026237934502
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Tunisia,TUN,0.493804165666667,0.590687499,0.67876666575,0.776833332916667,0.83449583325,0.794029166666667,0.8286625,0.857804166666666,0.949320833333333,0.878333333333334,0.924620833333333,0.884433333333333,1.00374166666667,1.01155416666667,0.94575,0.973408333333333,1.10590833333333,1.138725,1.186225,1.37068333333333,1.4387125,1.42173333333333,1.28845833333333,1.24546666666667,1.29743333333333,1.331025,1.28135833333333,1.23214166666667,1.350275,1.4314,1.40778333333333,1.56189166666667,1.62465833333333,1.697675,1.961625,2.14803333333333,2.419425,2.64686666666667,2.93443333333333,2.81235833333333,2.79446666666667,3.1036,3.10616666666667
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Turkiye,TUR,0.000111218583332667,0.000162553416665667,0.00022545708333225,0.000366677833333167,0.000521983083333166,0.00067451175000025,0.000857214166666667,0.00142234583333333,0.00212167916666667,0.00260864166666667,0.00417181583333333,0.00687242333333333,0.0109846283333333,0.0296086758333333,0.0458450608333333,0.0814048916666666,0.151865,0.26072425,0.418782916666667,0.6252185,1.22558808333333,1.50722641666667,1.50088520858333,1.42553725,1.34358310833333,1.42845341333845,1.30293090533794,1.30152170281795,1.54995977566564,1.5028486296723,1.67495455197133,1.79600094441355,1.90376824244752,2.18854241775473,2.72000852790578,3.02013474808043,3.64813263536867,4.82837014720942,5.67381930843574,7.00860541558522,8.85040754928315,16.5488604173067,23.7385661219918
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,19.1983333333333,110.916666666667,3257.66666666667,4143.41666666667,4890.16666666667,5200,5200,5200,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Uganda,UGA,0.500523333326667,0.940466666661667,1.5386249999925,3.597024999995,6.72020000000583,14,42.8412666666667,106.135833333333,223.09160630809,428.854666666667,734.009916666667,1133.83433333333,1195.01675,979.445416666667,968.916666666667,1046.08475,1083.00866666667,1240.30583333333,1454.82716666667,1644.47533333333,1755.65875,1797.5505,1963.72008333333,1810.30471365151,1780.54026086523,1831.45185089088,1723.49158714041,1720.4438791511,2030.48807433418,2177.55750683358,2522.80203252264,2504.56307758328,2586.88956856561,2599.78820061067,3240.64542033826,3420.09800724736,3611.22445804461,3727.06899484612,3704.04907169681,3718.24892270924,3587.05170733909,3689.81738566862,3726.14045997085
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,0.045325,0.327514166666667,1.473075,1.82946855833333,1.86165833333333,2.44954166666667,4.13044166666667,5.44023333333333,5.37215833333333,5.326625,5.33268833333333,5.31918066666667,5.124729,5.05,5.05,5.26722141666667,7.79124033333333,7.93563941666667,7.96756283333333,7.99102933333333,7.993,11.8866594166667,21.8446977666667,25.5513341166667,26.5966063,27.2004923333333,25.8455893333333,26.9575243833333,27.2861893833333,32.3423016,36.5738081166667
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,United Arab Emirates,ARE,3.670999999,3.670999999,3.670999999,3.67099999958333,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671125,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,United Kingdom,GBR,0.497641332333334,0.572446832333333,0.659724582333334,0.75180666625,0.77924599975,0.682197333333333,0.6119265,0.562170166666667,0.61117275,0.563177166666667,0.567015333333333,0.569774166666667,0.666756553333333,0.653426604166667,0.63366812,0.640958255,0.610836114166667,0.603823594166667,0.618056845,0.660930833333333,0.694655,0.667223333333333,0.6124725,0.54618,0.549998333333333,0.543486666666667,0.499771666666667,0.54396625,0.641919263495996,0.647179345560165,0.624140835740495,0.633046988857327,0.639660577613477,0.607729626878255,0.654545478931426,0.740634463697084,0.776976682344123,0.749531540259847,0.783445110011929,0.779999576697153,0.727064944688323,0.811301715827773,0.804538906734353
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,United States,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Uruguay,URY,0.0107933333333333,0.0138533333333333,0.0343758333333333,0.0558933333333333,0.101155833333333,0.151434166666667,0.225521666666667,0.3585075,0.621178333333333,1.16948416666667,2.01766333333333,3.02481166666667,3.94109166666667,5.04391666666667,6.349,7.97183333333334,9.44183333333333,10.4719166666667,11.3393,12.0995916666667,13.3191166666667,21.2569666666667,28.2086833333333,28.7037333333333,24.4786,24.0733583333333,23.471025,20.9493166666667,22.5679833333333,20.059275,19.3142083333333,20.310575,20.4816083333333,23.246025,27.3273666666667,30.1626,28.6764,30.7252583333333,35.255375,42.0132916666667,43.554575,41.1710833333333,38.8239166666667
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.775,40.0666666666666,62.9166666666667,94.4916666666667,124.625,236.608333333333,..,..,..,..,..,..,..,..,..,..,..,..,2094.98846505376,2310.94815880696,2567.98721339827,2965.25349937684,5113.87894595717,8069.60623655914,8836.7875,10054.2613341653,10609.464390809,11050.145422363,11734.8334198669
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Vanuatu,VUT,87.82592592575,96.2074999994167,99.367661994,99.2333333325833,106.031666666,106.075833332917,109.849166666667,104.425833333333,116.041666666667,117.06125,111.675,113.391666666667,121.580833333333,116.405,112.111666666667,111.719166666667,115.873333333333,127.5175,129.075,137.643333333333,145.3125,139.198333333333,122.189166666667,111.79,109.245833333333,110.640833333333,102.4375,101.334166666667,106.740833333333,96.9058333333333,89.4691666666667,92.6375,94.5425,97.0716666666667,108.989166666667,108.475,107.820833333333,110.165,114.7325,115.38,109.4525,115.353916666667,119.1125
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,"Venezuela, RB",VEN,0.0043,0.0043,0.0043,0.00701666666666667,0.0075,0.00808333333333333,0.0145,0.0145,0.0346916666666667,0.0468916666666667,0.056825,0.0683833333333333,0.0908416666666667,0.146858333333333,0.176841666666667,0.41735,0.488633333333333,0.547566666666667,0.605725,0.679966666666667,0.723658333333333,1.16095,1.60695833333333,1.89133333333333,2.08975,2.147,2.147,2.147,2.147,2.58206031746032,4.2893,4.2893,6.04796184166667,6.2842,6.2842,9.25734444444167,9.975,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Viet Nam,VNM,..,..,1.00177092268493,..,..,22.9367282608695,78.9533157246375,611.646086956522,4501.68652908966,6537.6046856884,10121.8932306763,11202.1916666667,10640.9583333333,10965.6666666667,11038.25,11032.5833333333,11683.3333333333,13268,13943.1666666667,14167.75,14725.1666666667,15279.5,15509.5833333333,15746,15858.9166666667,15994.25,16105.125,16302.25,17065.0833333333,18612.9166666667,20509.75,20828,20933.4166666667,21148,21697.5675,21935.0008333333,22370.0866666667,22602.05,23050.2416666667,23208.3683333333,23159.7825925926,23271.2125,23787.3191666667
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,12.0100611997629,12.0100001707085,12.0100001707085,12.0100001707085,12.0100001707085,40.8391667581349,94.1566667165352,129.280833333333,135.881666666667,155.718333333333,161.718333333333,168.671666666667,175.625,183.448333333333,184.775833333333,191.509166666667,197.049166666667,198.953333333333,199.764166666667,202.846666666667,219.59,213.8,214.349166666667,214.89,214.89,230.833333333333,283.895833333333,282.195,214.89,486.730922939068,743.005964356532,1028.107754329,1115.00238710662,1355.11637864823
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Zambia,ZMB,0.000869583333333333,0.00092875,0.001259,0.00181318833275,0.00313964166625,0.00778844916658333,0.009519475,0.008266025,0.0138136958333333,0.0302891083333333,0.0646397083333333,0.172213783333333,0.452762666666667,0.669370621666667,0.864119166666667,1.2079,1.3144975,1.86206916666667,2.38801916666667,3.11084416666667,3.610935,4.398595,4.73327104649872,4.77887538643578,4.465,3.60166666666666,4.00166666666667,3.745,5.045,4.7975,4.86166666666666,5.1475,5.39648333333333,6.15416666666667,8.63166666666667,10.3075,9.5175,10.4583333333333,12.89,18.3440926453379,20.0184865859688,16.9375943252989,20.212017866195
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Zimbabwe,ZWE,0.000690975680561624,0.000759945603885814,0.00101423413220455,0.00125893678408442,0.00161551637711188,0.00166847646847888,0.00166346244607316,0.00180773447752897,0.00212134031008689,0.00245451835023142,0.00362548865723677,0.0051042665511595,0.00649049409958792,0.00816079905951288,0.00867521932931324,0.0100137132167889,0.0121250465891802,0.0237060128381228,0.0383447102054205,0.04446837641743,0.0551146597125865,0.0550982905810338,0.698216071305723,5.07441941463195,22.3890396048255,164.547356500646,9686.77166954175,6723052073.33811,..,..,..,..,..,..,..,..,..,..,..,51.3290131226287,88.5524472597436,374.954362604663,3509.17222037558
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.938283072395283,1.08270508132602,1.11653308564462,1.05755899623965,0.88404792718493,0.803921647747618,0.803800192161442,0.796432730949102,0.729672399984083,0.679922680042729,0.716957702016136,0.754308990105961,0.718413898653317,0.778338120416812,0.752945122701996,0.752728196932603,0.901296423367096,0.903421436257263,0.885205508269372,0.846772667108111,0.893276257067409,0.875506396987998,0.84549413889045,0.949623753156941,0.924839558470698
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real interest rate (%),FR.INR.RINR,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.0468971030039,-3.58511111025937,12.5579601438018,17.5429289286094,11.3640937418183,-1.24150600982001,7.17438724753763,9.78449593859924,14.3516893380043,12.2525481629518,17.5839381624543,12.1411782956513,..,..,..,..,..,..
Real interest rate (%),FR.INR.RINR,Albania,ALB,..,..,..,..,..,3.50195315750929,1.00030915479634,1.00058436844594,0.996284184948068,1.43757004142398,-25.4690910605039,-63.7871204806729,-42.573513957233,-8.96318218802336,8.80174501595399,-10.2869748423574,19.2994943065822,..,19.110289294822,15.5754116055596,15.2617073910542,11.2464777871879,8.62387425855812,8.34605448112112,9.4555054819425,10.2087615799994,9.30474143806301,8.55052487389148,10.0007474139424,7.97103659621924,9.88846223555399,9.73611207346728,9.51039749125922,6.32455753333484,7.27249242163997,7.41372325944537,4.70106853289222,2.88052489157228,5.2229818174808,6.0772727041326,2.49145230404806,-3.05375879949315,0.269282388635442
Real interest rate (%),FR.INR.RINR,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-7.9021659381702,-4.04920735910811,8.13664538214307,15.1040086036664,-0.0959226272127253,-10.3343779978102,1.37540693567029,7.11282850261404,-0.750361450306094,-3.0925185378105,-3.88174750040839,-2.5105199773419,0.844558435348249,-6.18312466404686,16.5976144700404,-6.5395635723292,-7.62022648883789,-0.00226526177602089,7.04435828684442,6.4559997995197,13.6683505551797,7.0826356700273,2.91790628036071,1.72874977200737,7.05471454843042,13.3398767225762,-6.84242362997388,-12.1603164451211,7.08459692081617
Real interest rate (%),FR.INR.RINR,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real interest rate (%),FR.INR.RINR,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
